analysis_model_id,analysis_model_label,text_id,passage_id,condition,author_id,author_name,work_id,work_title,split,qc_status,qc_flags,word_count_feature,sentence_count_feature,paragraph_count_feature,mean_sentence_words,median_sentence_words,std_sentence_words,short_sentence_ratio,long_sentence_ratio,punctuation_per_1000w,comma_per_1000w,semicolon_per_1000w,colon_per_1000w,dash_per_1000w,question_per_1000w,exclamation_per_1000w,quote_mark_per_1000w,apostrophe_per_1000w,ellipsis_per_1000w,type_token_ratio,root_type_token_ratio,hapax_ratio,avg_word_length,long_word_ratio,short_word_ratio,contraction_per_1000w,archaic_marker_per_1000w,abstract_suffix_per_1000w,dialogue_marker_per_1000w,fw_the_per_1000w,fw_and_per_1000w,fw_of_per_1000w,fw_to_per_1000w,fw_a_per_1000w,fw_in_per_1000w,fw_that_per_1000w,fw_it_per_1000w,fw_is_per_1000w,fw_was_per_1000w,fw_i_per_1000w,fw_for_per_1000w,fw_with_per_1000w,fw_as_per_1000w,fw_his_per_1000w,fw_he_per_1000w,fw_be_per_1000w,fw_not_per_1000w,fw_by_per_1000w,fw_but_per_1000w,fw_had_per_1000w,fw_you_per_1000w,fw_at_per_1000w,fw_on_per_1000w,fw_her_per_1000w,fw_which_per_1000w,fw_have_per_1000w,fw_or_per_1000w,fw_from_per_1000w,fw_this_per_1000w,fw_my_per_1000w,fw_me_per_1000w,fw_all_per_1000w,fw_so_per_1000w,fw_were_per_1000w,fw_they_per_1000w,fw_him_per_1000w,fw_she_per_1000w,fw_there_per_1000w,fw_no_per_1000w,fw_one_per_1000w,fw_their_per_1000w,fw_we_per_1000w,fw_what_per_1000w,fw_if_per_1000w,fw_would_per_1000w,fw_when_per_1000w,fw_who_per_1000w,fw_will_per_1000w,fw_more_per_1000w,fw_an_per_1000w,fw_do_per_1000w,fw_are_per_1000w,fw_than_per_1000w,fw_could_per_1000w,fw_them_per_1000w,fw_been_per_1000w,char3__space_th,char3_the,char3_he_space_,char3__space_an,char3_nd_space_,char3_and,char3_ed_space_,char3__space_to,char3__space_of,char3_ing,char3_of_space_,char3_to_space_,char3__space_he,char3_ng_space_,char3__space_in,char3_at_space_,char3_er_space_,char3__space_ha,char3__space_i_space_,char3_as_space_,char3__space_a_space_,char3_her,char3_comma_space_a,char3__space_be,char3__space_wa,char3_d_space_t,char3_in_space_,char3_is_space_,char3_re_space_,char3_hat,char3_e_space_t,char3__space_co,char3__space_wh,char3_tha,char3__space_it,char3__space_hi,char3_you,char3_e_space_a,char3_e_space_w,char3_was,char3__space_yo,char3__space_no,char3_en_space_,char3_n_space_t,char3_on_space_,char3_e_space_s,char3__space_wi,char3_t_space_t,char3_ere,char3_ut_space_,char3_ecomma_space_,char3_it_space_,char3_his,char3_ver,char3_for,char3__space_sh,char3__space_fo,char3_or_space_,char3_ly_space_,char3_ent,char3_me_space_,char3__space_on,char3_e_space_o,char3__space_re,char3__space_we,char3__space_so,char3_ll_space_,char3__space_me,char3_t_space_i,char3_d_space_a,char3_thi,char3_ad_space_,char3_ld_space_,char3_s_space_a,char3_th_space_,char3_s_space_t,char3_all,char3__space_ma,char3_ion,char3_ve_space_,char3_e_space_h,char3_ith,char3__space_sa,char3_e_space_i,char3_an_space_,char3_ter,char3_st_space_,char3_ou_space_,char3_e_space_m,char3_f_space_t,char3_scomma_space_,char3_wit,char3_d_space_h,char3_not,char3__space_do,char3_had,char3__space_as,char3_oul,char3_ght,char3_t_space_a,char3__space_al,char3_es_space_,char3_ot_space_,char3_s_space_o,char3_uld,char3_le_space_,char3_t_space_w,char3__space_wo,char3_d_space_i,char3__space_mo,char3_e_space_c,char3_ch_space_,char3__space_my,char3_eve,char3_she,char3__space_se,char3_t_space_h,char3_hin,char3__space_bu,char3_t_space_o
groq_qwen_32b_free,Groq Qwen 32B,groq_qwen_32b_free|run_1|DICKENS_GREAT_EXPECTATIONS_016|modernize,DICKENS_GREAT_EXPECTATIONS_016,modernize,dickens,Charles Dickens,great_expectations,Great Expectations,validation,pass,,534,37,12,14.432432,14,8.048974,0.378378,0.0,310.861423,114.23221,5.617978,1.872659,11.235955,9.363296,5.617978,0.0,106.741573,0.0,0.479401,11.078203,0.316479,4.187266,0.093633,0.460674,46.816479,0.0,24.344569,0.0,20.599251,39.325843,24.344569,22.47191,18.726592,16.853933,16.853933,11.235955,0.0,7.490637,52.434457,5.617978,5.617978,1.872659,3.745318,1.872659,0.0,3.745318,0.0,3.745318,1.872659,39.325843,1.872659,5.617978,14.981273,1.872659,5.617978,1.872659,1.872659,5.617978,13.108614,16.853933,7.490637,3.745318,1.872659,1.872659,3.745318,0.0,3.745318,5.617978,3.745318,0.0,3.745318,9.363296,7.490637,0.0,9.363296,0.0,0.0,5.617978,0.0,1.872659,1.872659,1.872659,1.872659,0.0,1.872659,13.071895,6.879945,4.127967,8.255934,7.567939,8.943928,3.095975,6.879945,4.471964,7.223942,4.471964,4.815961,6.19195,6.19195,4.127967,4.815961,3.095975,3.095975,9.287926,1.719986,3.095975,6.879945,2.407981,2.407981,2.407981,1.375989,3.439972,1.375989,2.407981,5.847953,3.439972,2.063983,4.127967,4.471964,2.407981,1.375989,9.631923,3.439972,0.0,1.719986,9.287926,2.063983,4.471964,3.095975,2.407981,0.687994,1.375989,3.095975,2.063983,2.063983,2.407981,1.375989,1.719986,1.719986,2.063983,2.063983,2.063983,1.375989,2.751978,1.719986,3.095975,2.407981,0.687994,2.063983,1.719986,1.031992,3.439972,3.439972,2.063983,1.375989,2.407981,0.687994,2.751978,1.719986,1.719986,1.719986,3.439972,0.687994,2.751978,3.095975,1.031992,1.719986,5.847953,0.687994,0.687994,1.719986,2.063983,6.535948,0.343997,2.063983,1.719986,1.375989,1.375989,0.687994,1.719986,0.687994,1.375989,1.031992,1.031992,1.719986,2.063983,1.031992,0.687994,2.063983,1.031992,0.0,2.063983,1.031992,1.375989,2.063983,1.031992,0.343997,3.095975,1.375989,0.687994,0.687994,0.343997,1.375989,0.687994,1.031992
groq_qwen_32b_free,Groq Qwen 32B,groq_qwen_32b_free|run_1|DICKENS_GREAT_EXPECTATIONS_016|simplify,DICKENS_GREAT_EXPECTATIONS_016,simplify,dickens,Charles Dickens,great_expectations,Great Expectations,validation,warning,json_repaired_loose_rewritten_text,559,37,12,15.108108,16,8.414221,0.297297,0.0,277.280859,110.912343,5.366726,1.788909,12.522361,8.944544,5.366726,7.155635,73.345259,0.0,0.449016,10.616169,0.280859,4.051878,0.076923,0.483005,16.100179,0.0,17.889088,7.155635,25.044723,37.567084,25.044723,23.255814,17.889088,14.31127,21.466905,10.733453,5.366726,5.366726,55.456172,5.366726,5.366726,1.788909,5.366726,1.788909,1.788909,7.155635,0.0,3.577818,3.577818,39.355993,3.577818,10.733453,14.31127,1.788909,8.944544,1.788909,1.788909,5.366726,10.733453,16.100179,7.155635,3.577818,3.577818,1.788909,1.788909,3.577818,5.366726,7.155635,3.577818,0.0,5.366726,8.944544,7.155635,0.0,8.944544,0.0,0.0,5.366726,0.0,1.788909,5.366726,1.788909,1.788909,0.0,3.577818,14.517218,8.102633,5.739365,7.427414,7.765024,9.115463,3.038488,6.414585,4.726536,7.427414,4.726536,5.064146,6.076975,5.739365,3.713707,6.076975,3.038488,4.388926,9.453072,2.025658,3.038488,7.089804,2.363268,4.051317,1.688049,1.350439,3.038488,2.700878,3.038488,5.739365,3.038488,1.350439,4.388926,4.388926,2.025658,1.350439,9.453072,3.376097,0.33761,1.012829,9.115463,3.713707,5.401756,3.713707,3.038488,1.012829,1.350439,3.713707,2.363268,2.025658,2.700878,1.350439,2.025658,1.688049,2.363268,1.688049,2.363268,1.350439,2.363268,2.025658,3.376097,3.376097,0.675219,2.025658,2.363268,1.012829,3.376097,3.376097,2.363268,1.012829,2.363268,1.012829,1.688049,2.363268,1.688049,1.350439,3.038488,0.675219,1.688049,3.038488,1.688049,1.688049,5.739365,0.675219,1.012829,1.350439,2.363268,7.089804,0.33761,2.025658,1.688049,1.350439,1.688049,2.025658,1.688049,0.675219,1.012829,0.33761,1.688049,1.012829,2.025658,1.350439,1.688049,2.363268,0.33761,0.0,1.350439,1.012829,0.675219,2.363268,1.350439,0.33761,2.700878,1.350439,0.675219,0.675219,0.33761,1.350439,0.675219,1.688049
groq_qwen_32b_free,Groq Qwen 32B,groq_qwen_32b_free|run_1|DICKENS_GREAT_EXPECTATIONS_017|paraphrase,DICKENS_GREAT_EXPECTATIONS_017,paraphrase,dickens,Charles Dickens,great_expectations,Great Expectations,validation,warning,json_repaired_loose_rewritten_text,527,45,18,11.711111,9,11.16268,0.6,0.022222,411.764706,117.647059,1.897533,0.0,7.590133,11.385199,3.795066,81.593928,119.544592,0.0,0.493359,11.325778,0.343454,4.165085,0.074004,0.481973,17.077799,0.0,7.590133,81.593928,51.233397,22.770398,17.077799,24.667932,28.462998,9.487666,9.487666,7.590133,3.795066,11.385199,24.667932,7.590133,9.487666,15.180266,13.282732,18.975332,9.487666,3.795066,5.6926,7.590133,11.385199,22.770398,5.6926,5.6926,0.0,3.795066,7.590133,0.0,0.0,5.6926,3.795066,15.180266,7.590133,0.0,1.897533,3.795066,1.897533,0.0,0.0,7.590133,3.795066,0.0,5.6926,1.897533,5.6926,5.6926,5.6926,5.6926,0.0,0.0,0.0,1.897533,3.795066,0.0,3.795066,1.897533,1.897533,14.741172,13.027083,12.684265,5.142269,6.170723,5.485087,9.941721,6.856359,3.085362,3.770998,3.085362,4.456634,3.42818,3.770998,1.371272,3.085362,2.056908,5.827905,2.742544,4.799451,4.799451,1.371272,3.42818,3.42818,4.113816,4.456634,2.056908,4.113816,1.71409,2.742544,3.085362,3.770998,3.085362,2.056908,1.371272,2.742544,5.485087,1.371272,2.742544,2.399726,5.142269,3.085362,3.770998,2.056908,1.71409,2.399726,1.71409,2.742544,0.685636,2.399726,3.770998,1.371272,3.42818,1.028454,2.399726,1.71409,2.056908,1.71409,1.71409,0.342818,1.371272,2.056908,1.028454,2.742544,6.170723,0.342818,3.085362,2.742544,1.371272,4.799451,1.71409,2.742544,2.742544,2.056908,1.71409,1.371272,3.085362,3.085362,0.0,1.71409,1.028454,1.71409,4.799451,0.342818,2.742544,1.028454,0.685636,2.399726,2.056908,1.371272,1.71409,1.71409,2.399726,1.71409,2.056908,2.056908,2.742544,2.056908,1.71409,0.342818,1.028454,1.028454,1.028454,0.342818,2.056908,0.685636,1.71409,1.028454,0.342818,0.685636,1.028454,0.685636,0.685636,0.342818,0.0,1.028454,0.685636,0.685636,0.685636,1.028454
groq_qwen_32b_free,Groq Qwen 32B,groq_qwen_32b_free|run_1|DICKENS_GREAT_EXPECTATIONS_017|modernize,DICKENS_GREAT_EXPECTATIONS_017,modernize,dickens,Charles Dickens,great_expectations,Great Expectations,validation,warning,json_repaired_loose_rewritten_text,535,46,1,11.630435,8.5,11.048035,0.586957,0.021739,357.009346,106.542056,1.869159,0.0,7.476636,13.084112,3.738318,138.317757,35.514019,0.0,0.48785,11.284014,0.351402,4.041121,0.061682,0.48972,35.514019,0.0,9.345794,138.317757,41.121495,20.560748,14.953271,29.906542,28.037383,5.607477,9.345794,3.738318,1.869159,7.476636,13.084112,0.0,9.345794,20.560748,16.82243,16.82243,7.476636,1.869159,1.869159,5.607477,7.476636,22.429907,5.607477,7.476636,0.0,3.738318,5.607477,0.0,0.0,1.869159,5.607477,11.214953,5.607477,0.0,1.869159,3.738318,1.869159,0.0,0.0,3.738318,1.869159,0.0,9.345794,1.869159,5.607477,5.607477,3.738318,3.738318,0.0,0.0,0.0,1.869159,3.738318,0.0,3.738318,1.869159,1.869159,13.370866,11.963406,10.907811,5.277973,6.333568,6.333568,8.796622,7.741027,2.814919,4.574243,2.463054,5.629838,4.574243,4.574243,1.055595,2.463054,1.759324,6.685433,2.111189,5.629838,4.926108,1.40746,3.166784,3.166784,3.518649,4.574243,1.055595,3.870514,2.463054,2.814919,3.870514,4.222379,2.814919,2.111189,1.055595,3.518649,4.926108,1.40746,2.111189,1.759324,4.574243,2.463054,4.222379,1.40746,2.814919,2.814919,1.40746,2.814919,1.055595,2.814919,2.463054,1.055595,3.518649,1.055595,1.055595,1.40746,0.70373,0.0,1.055595,0.70373,1.40746,1.759324,2.111189,2.463054,6.685433,0.70373,3.166784,2.111189,1.40746,4.926108,1.055595,2.111189,1.759324,2.111189,1.40746,1.759324,1.40746,2.463054,0.70373,1.055595,1.40746,1.759324,5.277973,0.0,2.814919,0.70373,1.40746,2.463054,2.111189,1.055595,2.111189,1.759324,2.111189,1.40746,1.759324,1.759324,4.222379,2.111189,1.40746,1.055595,0.351865,0.70373,0.70373,0.0,2.111189,1.055595,2.111189,1.055595,0.0,0.70373,1.055595,1.40746,1.055595,0.351865,0.0,1.055595,1.055595,0.70373,0.351865,0.70373
groq_qwen_32b_free,Groq Qwen 32B,groq_qwen_32b_free|run_1|DICKENS_GREAT_EXPECTATIONS_017|simplify,DICKENS_GREAT_EXPECTATIONS_017,simplify,dickens,Charles Dickens,great_expectations,Great Expectations,validation,warning,json_repaired_loose_rewritten_text,473,50,18,9.46,7.0,7.269691,0.68,0.0,382.663848,109.936575,0.0,0.0,4.22833,12.684989,4.22833,154.334038,35.940803,0.0,0.475687,10.345511,0.315011,4.004228,0.040169,0.469345,35.940803,0.0,6.342495,154.334038,48.625793,16.913319,10.570825,27.484144,25.369979,4.22833,10.570825,4.22833,4.22833,12.684989,21.141649,2.114165,8.45666,19.027484,16.913319,19.027484,10.570825,2.114165,2.114165,6.342495,10.570825,33.826638,6.342495,8.45666,0.0,2.114165,6.342495,0.0,0.0,2.114165,4.22833,14.799154,4.22833,2.114165,2.114165,2.114165,0.0,0.0,0.0,4.22833,6.342495,0.0,8.45666,2.114165,8.45666,8.45666,2.114165,2.114165,2.114165,0.0,0.0,4.22833,2.114165,0.0,4.22833,2.114165,2.114165,16.640254,13.470681,12.678288,4.358162,4.358162,5.150555,7.131537,6.735341,1.980983,5.942948,1.584786,5.150555,4.754358,4.754358,0.792393,3.961965,1.584786,7.131537,2.773376,5.942948,4.754358,1.584786,2.773376,3.961965,4.358162,5.150555,0.792393,4.358162,2.773376,3.565769,3.961965,3.565769,2.377179,2.773376,1.18859,3.169572,7.131537,1.584786,3.565769,2.377179,6.735341,1.980983,3.565769,0.792393,2.773376,1.584786,2.377179,2.773376,0.792393,1.584786,3.169572,1.18859,3.565769,0.792393,1.18859,1.18859,0.792393,0.396197,0.0,0.0,2.377179,2.377179,1.584786,1.584786,7.131537,1.584786,3.565769,2.773376,1.584786,3.169572,2.377179,2.773376,2.773376,2.377179,1.18859,1.980983,1.18859,3.169572,0.0,2.377179,1.584786,1.584786,5.942948,0.396197,3.961965,0.792393,1.980983,3.961965,2.773376,0.792393,1.18859,1.584786,2.377179,1.980983,3.169572,1.980983,3.961965,2.377179,1.584786,1.18859,0.792393,0.0,0.396197,0.0,2.377179,0.0,1.584786,1.980983,0.0,0.792393,2.377179,0.792393,0.792393,0.396197,0.0,1.18859,1.18859,2.377179,0.396197,0.396197
groq_qwen_32b_free,Groq Qwen 32B,groq_qwen_32b_free|run_1|DICKENS_GREAT_EXPECTATIONS_018|paraphrase,DICKENS_GREAT_EXPECTATIONS_018,paraphrase,dickens,Charles Dickens,great_expectations,Great Expectations,test,pass,,524,20,10,26.2,23.5,14.186613,0.15,0.15,198.473282,97.328244,0.0,0.0,9.541985,1.908397,0.0,9.541985,51.526718,0.0,0.522901,11.969746,0.381679,4.417939,0.110687,0.423664,7.633588,0.0,22.900763,9.541985,43.89313,32.442748,40.076336,22.900763,34.351145,17.175573,9.541985,7.633588,1.908397,7.633588,24.80916,17.175573,7.633588,7.633588,5.725191,9.541985,3.816794,7.633588,7.633588,0.0,7.633588,3.816794,9.541985,5.725191,0.0,3.816794,5.725191,0.0,1.908397,7.633588,7.633588,1.908397,0.0,9.541985,5.725191,1.908397,1.908397,0.0,1.908397,0.0,3.816794,0.0,19.083969,1.908397,1.908397,20.992366,3.816794,0.0,0.0,1.908397,1.908397,1.908397,1.908397,1.908397,3.816794,1.908397,3.816794,14.675768,12.627986,9.556314,6.484642,6.825939,8.191126,5.802048,5.460751,7.167235,7.167235,7.167235,4.778157,4.778157,7.167235,5.460751,5.119454,4.778157,4.43686,3.412969,2.730375,6.143345,5.119454,3.071672,3.071672,2.730375,3.071672,3.754266,2.730375,2.389078,2.047782,3.412969,4.43686,1.706485,2.047782,1.365188,1.365188,0.682594,4.43686,3.412969,1.365188,0.341297,1.023891,2.730375,2.047782,1.706485,2.389078,1.706485,1.365188,2.389078,1.023891,1.706485,1.023891,2.389078,1.365188,4.43686,1.023891,4.095563,2.730375,3.412969,0.682594,1.706485,1.706485,2.389078,2.730375,4.778157,3.754266,0.682594,1.365188,2.047782,2.389078,2.389078,1.706485,5.119454,2.047782,1.365188,1.365188,1.706485,0.341297,2.047782,2.047782,0.682594,1.706485,0.682594,1.365188,0.682594,1.706485,1.365188,0.341297,1.023891,1.365188,2.730375,1.706485,0.682594,1.365188,0.682594,1.365188,1.706485,4.43686,1.365188,1.023891,1.706485,0.682594,1.365188,0.682594,4.43686,1.706485,1.023891,4.43686,1.365188,2.047782,2.047782,2.047782,1.023891,1.023891,0.682594,1.365188,1.706485,1.365188,0.682594,2.730375
groq_qwen_32b_free,Groq Qwen 32B,groq_qwen_32b_free|run_1|DICKENS_GREAT_EXPECTATIONS_018|modernize,DICKENS_GREAT_EXPECTATIONS_018,modernize,dickens,Charles Dickens,great_expectations,Great Expectations,test,pass,,537,20,10,26.85,24.5,14.639928,0.1,0.1,212.290503,91.247672,0.0,0.0,11.173184,1.862197,0.0,0.0,67.039106,0.0,0.538175,12.471271,0.404097,4.411546,0.098696,0.407821,26.070764,0.0,20.484171,0.0,44.692737,33.519553,35.38175,24.208566,39.106145,13.035382,7.44879,5.586592,1.862197,14.897579,22.346369,11.173184,3.724395,5.586592,3.724395,9.310987,3.724395,1.862197,3.724395,0.0,7.44879,5.586592,11.173184,7.44879,0.0,3.724395,3.724395,0.0,1.862197,9.310987,7.44879,5.586592,0.0,9.310987,3.724395,1.862197,1.862197,0.0,1.862197,0.0,1.862197,0.0,13.035382,1.862197,5.586592,20.484171,3.724395,0.0,0.0,5.586592,0.0,1.862197,0.0,1.862197,0.0,1.862197,5.586592,16.032064,11.690047,9.686039,5.678023,7.682031,8.350033,4.342017,5.01002,6.680027,10.02004,6.346025,5.678023,5.678023,9.686039,4.342017,4.008016,4.008016,4.342017,3.340013,3.674015,7.014028,4.342017,2.338009,3.340013,4.342017,3.674015,2.672011,2.004008,2.338009,2.338009,3.674015,2.672011,1.670007,2.004008,1.002004,1.002004,1.002004,5.678023,3.006012,2.672011,0.668003,0.0,3.006012,2.004008,2.004008,2.672011,1.002004,2.338009,2.004008,1.002004,3.340013,1.002004,2.338009,1.336005,3.340013,1.002004,2.338009,2.004008,4.342017,1.670007,2.004008,2.004008,2.672011,3.340013,4.342017,3.340013,0.334001,1.336005,0.668003,2.672011,3.340013,2.004008,4.008016,0.334001,1.002004,2.004008,2.004008,0.334001,2.338009,2.004008,1.336005,1.002004,1.670007,0.334001,0.334001,1.670007,0.668003,0.668003,1.336005,0.668003,3.006012,1.002004,1.002004,0.334001,1.670007,1.670007,1.336005,4.008016,1.336005,1.336005,1.336005,1.002004,1.002004,0.334001,4.008016,1.670007,1.670007,4.676019,1.336005,2.338009,0.668003,2.338009,0.668003,1.336005,0.668003,1.002004,1.002004,2.338009,1.002004,2.672011
groq_qwen_32b_free,Groq Qwen 32B,groq_qwen_32b_free|run_1|DICKENS_GREAT_EXPECTATIONS_018|simplify,DICKENS_GREAT_EXPECTATIONS_018,simplify,dickens,Charles Dickens,great_expectations,Great Expectations,test,warning,length_soft_warning,451,22,10,20.5,17.0,11.555203,0.227273,0.045455,212.86031,86.474501,0.0,0.0,11.086475,2.217295,0.0,26.607539,62.084257,0.0,0.525499,11.159894,0.370288,4.18847,0.064302,0.412417,24.390244,0.0,13.303769,26.607539,48.780488,31.042129,26.607539,19.955654,24.390244,13.303769,8.86918,8.86918,2.217295,11.086475,28.824834,13.303769,4.43459,4.43459,4.43459,15.521064,0.0,0.0,4.43459,0.0,6.651885,6.651885,8.86918,6.651885,0.0,4.43459,8.86918,0.0,0.0,6.651885,6.651885,4.43459,2.217295,8.86918,6.651885,0.0,2.217295,0.0,0.0,0.0,2.217295,0.0,17.738359,2.217295,6.651885,24.390244,8.86918,0.0,0.0,2.217295,2.217295,2.217295,0.0,2.217295,0.0,0.0,8.86918,16.149068,11.594203,12.008282,6.21118,7.039337,8.281573,4.968944,4.968944,5.383023,9.52381,4.968944,4.554865,7.039337,7.867495,4.140787,4.554865,3.312629,5.797101,4.554865,2.898551,4.554865,4.140787,2.070393,2.898551,3.312629,3.312629,2.484472,2.070393,2.070393,3.312629,3.726708,1.656315,2.898551,2.484472,1.656315,1.242236,1.242236,2.484472,3.726708,2.070393,0.828157,0.0,4.140787,2.484472,1.242236,2.484472,0.828157,4.554865,1.656315,2.484472,2.484472,1.242236,2.070393,1.242236,2.484472,0.828157,2.484472,2.898551,2.484472,0.414079,2.898551,2.070393,2.484472,3.312629,5.383023,3.726708,0.828157,1.242236,1.242236,3.312629,3.312629,1.656315,4.968944,1.656315,1.242236,1.242236,2.484472,0.414079,0.828157,3.312629,1.656315,0.828157,2.484472,0.414079,0.828157,1.656315,1.242236,0.828157,1.656315,0.828157,3.312629,0.828157,1.242236,0.0,2.070393,1.656315,1.242236,4.968944,2.484472,2.070393,1.656315,0.828157,1.242236,0.828157,4.968944,1.242236,1.656315,5.797101,2.070393,1.656315,1.242236,2.070393,0.828157,1.242236,0.414079,0.828157,1.242236,2.484472,1.242236,2.070393
groq_qwen_32b_free,Groq Qwen 32B,groq_qwen_32b_free|run_1|DICKENS_GREAT_EXPECTATIONS_019|paraphrase,DICKENS_GREAT_EXPECTATIONS_019,paraphrase,dickens,Charles Dickens,great_expectations,Great Expectations,test,pass,,547,26,1,21.038462,17.0,15.940951,0.384615,0.115385,201.096892,76.78245,5.484461,1.828154,3.656307,0.0,0.0,0.0,63.985375,0.0,0.541133,12.656046,0.409506,4.157221,0.093236,0.458867,20.109689,0.0,10.968921,0.0,54.844607,34.734918,34.734918,20.109689,27.422303,12.797075,18.281536,20.109689,5.484461,9.140768,25.59415,9.140768,3.656307,7.312614,7.312614,5.484461,7.312614,1.828154,3.656307,5.484461,5.484461,14.625229,1.828154,14.625229,7.312614,1.828154,3.656307,0.0,3.656307,3.656307,5.484461,5.484461,3.656307,1.828154,5.484461,0.0,3.656307,5.484461,3.656307,1.828154,1.828154,0.0,10.968921,0.0,1.828154,0.0,0.0,1.828154,0.0,1.828154,5.484461,0.0,1.828154,0.0,1.828154,1.828154,5.484461,19.20439,13.374486,12.345679,7.887517,8.230453,7.544582,8.230453,5.144033,6.515775,5.829904,6.515775,4.115226,4.458162,4.458162,2.743484,4.115226,4.115226,2.400549,3.429355,3.08642,5.144033,4.115226,3.429355,4.458162,2.743484,3.429355,2.743484,3.08642,4.801097,4.458162,3.429355,1.371742,1.371742,5.144033,3.772291,2.400549,4.115226,5.486968,1.371742,2.057613,3.429355,1.371742,2.743484,2.743484,3.08642,3.429355,1.028807,5.144033,3.772291,1.714678,2.400549,3.772291,2.057613,3.08642,2.057613,2.057613,2.400549,2.057613,2.743484,3.08642,3.429355,3.08642,3.772291,2.400549,5.144033,1.371742,2.057613,2.400549,0.685871,1.714678,2.743484,1.371742,1.028807,1.714678,1.028807,1.371742,1.714678,1.714678,1.371742,1.714678,1.714678,0.685871,2.400549,0.342936,2.400549,2.057613,2.057613,1.371742,1.714678,2.057613,0.685871,0.685871,0.685871,0.685871,1.028807,1.028807,1.371742,0.685871,2.400549,2.057613,0.685871,0.685871,0.685871,0.342936,0.685871,1.371742,1.714678,1.371742,2.057613,1.371742,2.057613,1.371742,1.028807,1.714678,1.714678,2.057613,1.714678,1.714678,1.714678,2.057613
groq_qwen_32b_free,Groq Qwen 32B,groq_qwen_32b_free|run_1|DICKENS_GREAT_EXPECTATIONS_019|modernize,DICKENS_GREAT_EXPECTATIONS_019,modernize,dickens,Charles Dickens,great_expectations,Great Expectations,test,pass,,549,26,11,21.115385,16.0,15.83406,0.384615,0.192308,214.936248,74.681239,5.464481,0.0,3.642987,0.0,0.0,76.502732,54.644809,0.0,0.530055,12.419577,0.378871,4.032787,0.069217,0.468124,30.965392,0.0,3.642987,76.502732,54.644809,36.429872,29.143898,14.571949,30.965392,10.928962,14.571949,12.750455,5.464481,10.928962,23.679417,10.928962,3.642987,7.285974,5.464481,7.285974,5.464481,1.821494,1.821494,5.464481,5.464481,18.214936,1.821494,14.571949,5.464481,1.821494,0.0,0.0,5.464481,5.464481,3.642987,5.464481,3.642987,1.821494,1.821494,0.0,3.642987,5.464481,3.642987,0.0,1.821494,0.0,10.928962,1.821494,1.821494,0.0,0.0,3.642987,0.0,1.821494,3.642987,0.0,1.821494,0.0,1.821494,1.821494,3.642987,20.651033,13.650683,12.950648,8.050403,10.150508,8.40042,7.00035,4.20021,6.300315,7.350368,5.60028,3.150158,4.900245,4.900245,2.100105,4.550228,3.500175,2.450123,3.500175,3.500175,5.950298,3.850193,2.80014,2.450123,4.20021,4.20021,2.100105,3.150158,3.150158,4.20021,2.100105,1.40007,2.100105,4.550228,3.150158,2.100105,4.900245,4.20021,2.80014,2.80014,4.20021,1.40007,2.80014,2.450123,3.150158,3.500175,1.40007,4.20021,3.150158,2.100105,2.100105,2.450123,2.100105,2.100105,2.450123,3.500175,2.80014,1.750088,2.80014,2.100105,2.450123,2.80014,2.450123,1.40007,4.900245,1.750088,2.450123,1.750088,1.050053,1.750088,4.20021,1.40007,2.100105,1.40007,1.050053,1.050053,1.750088,2.80014,0.350018,0.350018,1.750088,1.050053,3.850193,0.0,2.100105,2.100105,2.100105,1.750088,1.750088,2.80014,1.050053,1.050053,0.350018,1.050053,1.050053,1.050053,1.40007,1.050053,1.750088,3.150158,0.700035,0.350018,2.100105,0.350018,1.050053,2.100105,1.750088,0.700035,1.40007,1.750088,1.750088,1.40007,0.700035,1.750088,1.750088,1.750088,1.750088,3.150158,1.40007,2.450123
